0.000000, 1.089693, 0.984605, 1.038477, 1.033961, 1.026509, 1.213928, 1.105765, 1.205866, 0.964440, 1.168576, 1.050256, 1.034483, 0.947510, 1.044964, 0.843110, 1.031273, 1.446480, 1.046815, 1.118509, 0.889963, 1.395679, 1.143424, 1.160425, 0.960729, 0.905251, 1.240866, 1.105699, 1.307090, 0.996699, 1.049537, 1.216120, 1.234888, 1.173913, 1.254128, 0.872444, 1.152665, 1.024089, 0.954970, 1.402197, 0.972190, 0.870747, 1.301069, 0.861456, 1.054918, 1.074251, 0.950567, 1.092692, 1.106179, 1.327226, 1.393788, 1.224893, 1.194867, 1.186849, 0.956231, 1.262176, 1.281305, 1.093185, 1.108245, 1.123106, 1.068941, 1.098315, 0.824100, 1.184258, 1.076552, 1.017406, 0.933236, 0.993048, 1.282668, 1.222106, 1.163787, 1.392636, 1.172155, 1.122173, 1.097493, 0.946448, 1.163044, 1.252130, 1.051002, 1.152895, 1.143427, 1.080417, 0.955234, 1.252494, 1.287886, 0.862990, 1.289639, 1.045139, 0.962072, 1.067433, 0.942948, 1.154471, 1.346557, 1.055200, 0.881330, 1.107557, 0.976274, 1.033124, 1.029356, 1.126984, 
1.089693, 0.000000, 0.841705, 0.845535, 1.018423, 0.868799, 0.995414, 1.122749, 0.944126, 1.290006, 1.092121, 0.879890, 0.817526, 1.144721, 1.040083, 0.942088, 0.884590, 1.022415, 0.923506, 0.762910, 0.856464, 1.229263, 0.709222, 0.992254, 1.009511, 0.979771, 1.003956, 0.965887, 0.911117, 0.891367, 1.048894, 1.036631, 0.929017, 0.843968, 1.130872, 1.002590, 1.136195, 1.024289, 1.096271, 1.421500, 1.077982, 1.107796, 1.177230, 1.173776, 0.980873, 0.993166, 1.068011, 0.928900, 0.983116, 0.928747, 0.886103, 1.480034, 1.072336, 1.008662, 1.298732, 1.041502, 1.090308, 0.817154, 1.166882, 0.767473, 0.785776, 0.833424, 1.018839, 0.923820, 0.917182, 0.880316, 1.142510, 1.103851, 1.055343, 1.007049, 1.175677, 1.139512, 1.007865, 0.975412, 0.903128, 0.999192, 1.068241, 1.051811, 1.298380, 1.108260, 0.954687, 0.811195, 0.903343, 0.981941, 1.064929, 0.922513, 0.995861, 0.795838, 0.984260, 1.030520, 1.074202, 1.497417, 1.077595, 0.956468, 1.007995, 0.749802, 1.118767, 0.938318, 1.036173, 0.843265, 
0.984605, 0.841705, 0.000000, 0.839701, 1.217996, 0.891571, 1.251911, 1.227374, 0.973697, 1.109554, 1.063381, 0.979219, 0.825358, 0.869044, 1.075613, 0.829938, 0.913475, 1.274566, 0.943897, 1.024058, 0.892591, 1.361054, 1.003304, 0.851280, 1.110182, 1.274566, 0.982201, 1.050938, 1.079238, 0.814073, 1.230056, 1.240097, 1.071177, 0.782728, 1.351900, 1.016264, 0.987936, 0.917938, 1.206472, 1.358820, 0.871157, 0.955293, 1.531266, 0.927877, 1.125017, 0.908679, 0.718723, 1.064703, 1.104648, 1.260510, 1.154038, 1.357668, 1.381412, 1.177503, 1.171123, 1.153740, 1.322581, 1.122511, 0.996706, 0.895974, 1.188068, 1.032735, 1.104533, 1.109269, 1.031881, 0.985171, 1.032632, 1.179354, 1.180909, 1.303089, 1.419790, 1.270051, 1.159162, 1.213166, 1.067263, 1.022596, 1.255994, 1.150141, 1.041056, 1.409712, 0.919459, 0.884783, 1.172772, 1.169995, 1.206172, 1.033300, 1.244963, 1.084324, 0.955222, 0.903871, 0.931243, 1.335745, 1.251444, 1.254378, 1.039791, 1.018335, 1.115208, 1.213396, 0.858571, 0.967711, 
1.038477, 0.845535, 0.839701, 0.000000, 1.197769, 0.874841, 1.081831, 0.974913, 0.860274, 1.101852, 0.994560, 0.640127, 0.868687, 1.202950, 0.874492, 0.959566, 0.665976, 1.301466, 1.030564, 0.956011, 0.892086, 1.232808, 1.043681, 0.764235, 0.718142, 1.204979, 0.869045, 1.187673, 0.861900, 0.944859, 1.150480, 0.942173, 1.110768, 0.950476, 1.023377, 1.096527, 0.983979, 0.873480, 0.930716, 1.547598, 1.073562, 1.070870, 1.365019, 0.924624, 1.088504, 0.786176, 0.880952, 0.974581, 0.922515, 1.260916, 0.911231, 1.563900, 1.367029, 0.941046, 1.215640, 1.121168, 1.139658, 1.087519, 1.156231, 0.906675, 1.058548, 0.903288, 1.093519, 0.948083, 1.073460, 1.056734, 0.921430, 0.946047, 1.203940, 0.961671, 1.322524, 1.354014, 0.901942, 1.092971, 1.144004, 0.961447, 1.283500, 1.076596, 1.106048, 1.232087, 0.840074, 0.954571, 0.992825, 1.049481, 1.040869, 1.101722, 1.071747, 0.923087, 1.134221, 0.806664, 0.683966, 1.353975, 1.202880, 0.932751, 1.062191, 0.934271, 0.994654, 1.183960, 0.887091, 0.997072, 
1.033961, 1.018423, 1.217996, 1.197769, 0.000000, 0.896121, 0.908782, 1.071503, 0.865728, 1.030149, 0.848394, 1.043866, 0.994404, 1.014734, 1.085825, 1.304983, 1.139515, 1.139715, 0.893766, 0.985011, 1.029034, 1.045007, 0.944334, 1.151749, 1.104912, 0.798907, 1.164719, 0.997766, 0.945287, 1.005967, 0.834082, 0.998988, 0.941405, 1.072687, 1.051914, 0.932903, 1.318287, 1.077856, 1.044629, 1.375318, 1.092823, 1.093307, 0.917867, 1.085963, 0.863090, 1.147179, 1.209177, 1.063042, 0.863012, 1.023870, 1.162748, 1.362975, 0.876228, 0.929540, 1.272197, 1.008885, 0.864786, 0.980697, 1.045047, 1.030253, 0.917172, 1.120720, 1.042032, 1.033215, 0.704204, 1.273212, 1.304459, 1.160489, 1.016998, 1.114550, 1.037328, 0.913346, 0.934819, 0.905399, 1.032963, 1.165807, 1.006392, 1.028729, 1.262291, 0.926684, 1.195683, 1.245764, 0.955695, 0.961413, 0.922741, 0.914312, 1.005251, 1.009427, 0.934526, 1.241343, 1.216231, 1.351311, 0.881674, 1.018347, 1.091912, 1.177094, 0.953361, 0.900834, 1.142607, 0.989874, 
1.026509, 0.868799, 0.891571, 0.874841, 0.896121, 0.000000, 1.073501, 0.914319, 1.050452, 0.844936, 0.952587, 1.003205, 0.817675, 1.059924, 0.997800, 0.948101, 0.991227, 1.011711, 0.910368, 0.885215, 0.762762, 1.269894, 1.015916, 0.861706, 1.109174, 0.974763, 0.963500, 1.032960, 0.972415, 0.772140, 1.106816, 1.124998, 1.031108, 0.757091, 1.305956, 0.992004, 1.195201, 1.014646, 1.116658, 1.266630, 1.088156, 1.152405, 1.214083, 1.119333, 0.993319, 1.100347, 1.052958, 1.046163, 1.015394, 1.005287, 1.180942, 1.304382, 1.237228, 1.053281, 1.267650, 1.092199, 1.237041, 0.968691, 1.080725, 0.749550, 1.097592, 0.910651, 0.855780, 0.996800, 0.895453, 1.014107, 1.228423, 1.177922, 1.095097, 1.187072, 0.993785, 1.175912, 1.054299, 0.986487, 1.118567, 0.999495, 1.056797, 1.095303, 1.269426, 1.205901, 1.136669, 0.857314, 1.093368, 1.107761, 1.178393, 0.983672, 1.184588, 1.014137, 0.991447, 1.096758, 1.094858, 1.253054, 1.208134, 1.029009, 1.123899, 0.975827, 1.000276, 1.106365, 1.082717, 0.934446, 
1.213928, 0.995414, 1.251911, 1.081831, 0.908782, 1.073501, 0.000000, 1.169683, 1.065746, 1.027552, 1.139191, 1.035759, 1.159194, 1.115408, 1.137019, 1.393249, 1.018785, 0.769214, 0.997915, 1.065009, 1.236774, 0.924236, 1.110346, 1.156243, 1.248302, 0.953775, 1.115574, 1.112042, 0.927526, 1.183649, 0.811522, 1.039148, 1.116129, 1.169895, 1.306110, 1.143033, 1.244780, 1.232241, 1.161287, 1.013127, 0.880500, 1.178314, 0.948651, 1.392392, 0.754217, 1.245791, 1.411035, 0.941494, 1.246592, 1.234089, 1.052034, 1.004203, 0.879650, 0.947405, 1.384397, 1.084403, 0.917552, 1.131447, 1.117960, 1.080723, 1.083820, 1.216030, 1.167360, 1.051695, 0.956627, 1.307613, 1.390779, 1.298524, 0.948469, 0.729601, 0.814638, 0.687342, 0.945437, 1.058711, 1.023635, 0.981161, 1.020307, 1.117275, 1.197972, 1.074998, 1.257237, 1.154328, 1.168948, 1.070555, 1.004864, 1.039629, 0.833167, 0.886278, 1.113160, 1.226264, 1.177772, 1.153263, 0.662930, 0.884989, 1.221704, 1.176321, 0.881468, 1.016161, 1.313307, 1.039221, 
1.105765, 1.122749, 1.227374, 0.974913, 1.071503, 0.914319, 1.169683, 0.000000, 1.065202, 1.185979, 1.003475, 0.997410, 1.002438, 1.063193, 0.964694, 1.191713, 1.073320, 1.074419, 0.932266, 1.303028, 1.111293, 1.061691, 1.234483, 0.917830, 1.041851, 1.118007, 0.977358, 0.987276, 1.140319, 1.142643, 1.027388, 1.052119, 1.155302, 1.099213, 1.255529, 0.986464, 1.255209, 1.032234, 0.864772, 1.201366, 1.084344, 1.069857, 1.267846, 1.058778, 1.202101, 0.952109, 1.089303, 0.993629, 1.056160, 1.318822, 1.251689, 1.128714, 1.031990, 1.125609, 1.304097, 1.279997, 1.353904, 1.178451, 1.079443, 0.983010, 1.100654, 1.201189, 1.031564, 0.956922, 0.977528, 1.083976, 1.186384, 1.040702, 1.099958, 0.994717, 1.028937, 1.149816, 1.236028, 1.136620, 1.041769, 1.236297, 1.025309, 0.960428, 1.110547, 1.184508, 1.062558, 1.231341, 1.064714, 0.973034, 1.224323, 1.022721, 1.008396, 1.181183, 1.103672, 1.097240, 1.084014, 1.294682, 1.182713, 0.871734, 0.992537, 0.952849, 1.024603, 1.109012, 1.112869, 1.259627, 
1.205866, 0.944126, 0.973697, 0.860274, 0.865728, 1.050452, 1.065746, 1.065202, 0.000000, 1.227646, 0.804818, 0.751938, 0.902791, 0.999051, 0.954501, 1.202432, 0.951274, 1.324473, 0.849691, 1.023436, 1.005332, 1.025037, 0.883841, 0.829482, 0.980601, 0.966534, 0.997714, 1.041982, 0.709391, 1.030549, 0.969739, 0.815269, 0.855707, 1.027760, 0.986057, 0.978221, 0.960507, 0.958397, 1.066955, 1.473528, 1.100875, 1.078004, 1.086823, 0.984781, 0.937990, 0.867303, 0.829185, 1.028615, 0.799486, 1.026463, 0.885987, 1.467666, 0.962970, 0.864304, 1.323422, 1.012684, 0.971803, 0.983864, 0.985363, 0.938432, 0.908713, 1.117707, 1.072324, 0.989679, 0.792125, 1.152692, 1.128679, 0.953665, 1.021507, 1.072027, 1.236925, 0.869015, 0.737953, 0.894392, 1.042683, 1.188088, 1.037528, 0.997481, 1.245064, 0.963058, 0.863310, 1.146198, 0.941291, 0.968450, 1.020711, 1.039478, 0.920654, 1.043781, 0.921348, 0.900243, 1.004552, 1.415906, 0.939053, 1.024823, 1.074460, 1.025559, 1.030179, 1.025238, 0.828353, 1.010111, 
0.964440, 1.290006, 1.109554, 1.101852, 1.030149, 0.844936, 1.027552, 1.185979, 1.227646, 0.000000, 1.153032, 1.254981, 1.130306, 0.984359, 1.185696, 1.167046, 1.170002, 1.115876, 0.964059, 1.096526, 1.053461, 1.154714, 1.269230, 1.073883, 1.024721, 0.979093, 1.250387, 1.051478, 1.274145, 1.012586, 1.012482, 1.309738, 1.297434, 1.033125, 1.358152, 0.934195, 1.379557, 1.136848, 1.171032, 1.104407, 0.820721, 1.060636, 1.096840, 1.091214, 0.943033, 1.216036, 1.207629, 0.938913, 1.141778, 1.306394, 1.478454, 1.118520, 1.143952, 1.224211, 1.085242, 1.346105, 0.993608, 1.306992, 1.142714, 1.138458, 1.124541, 1.113642, 0.881630, 1.165799, 1.047346, 1.177490, 1.126374, 1.273199, 1.201702, 0.893598, 0.950640, 1.102959, 1.170118, 1.121072, 1.196120, 0.926298, 1.010996, 1.196649, 0.921282, 1.238968, 1.240189, 1.044916, 1.116200, 1.276106, 1.175929, 1.017789, 1.194405, 1.051132, 0.890494, 1.241899, 1.048252, 0.926735, 1.177284, 1.067105, 1.058477, 1.327769, 0.884219, 1.192693, 1.181241, 1.332235, 
